TransactionID,UserID,CourseID,TransactionDate
T001434,U00681,C0039,2026-03-30
T001435,U01171,C0080,2024-01-27
T001436,U00576,C0003,2025-04-15
T001437,U00669,C0055,2025-02-07
T001438,U01163,C0034,2026-06-17
T001439,U00290,C0031,2025-03-22
T001440,U01046,C0045,2024-06-04
T001441,U00676,C0020,2026-04-16
T001442,U00712,C0097,2024-06-30
T001443,U00437,C0106,2024-07-09
T001444,U00703,C0071,2024-03-15
T001445,U00086,C0100,2024-02-16
T001446,U00953,C0063,2025-12-11
T001447,U00350,C0013,2025-01-03
T001448,U01059,C0005,2025-09-13
T001449,U00480,C0043,2025-05-24
T001450,U00179,C0113,2024-10-05
T001451,U00888,C0005,2025-09-07
T001452,U00192,C0094,2026-05-22
T001453,U00947,C0018,2024-12-23
T001454,U01164,C0102,2026-01-05
T001455,U00972,C0068,2024-09-02
T001456,U00033,C0032,2024-04-22
T001457,U00743,C0105,2024-06-06
T001458,U00888,C0061,2025-06-16
T001459,U01009,C0041,2024-11-17
T001460,U00071,C0073,2024-12-19
T001461,U00608,C0024,2024-12-29
T001462,U00669,C0097,2026-05-30
T001463,U00201,C0072,2025-12-13
T001464,U00404,C0061,2025-07-23
T001465,U00576,C0119,2025-02-03
T001466,U01017,C0008,2026-05-21
T001467,U01100,C0095,2024-12-28
T001468,U00785,C0117,2024-11-10
T001469,U00519,C0039,2025-07-09
T001470,U00290,C0032,2025-09-28
T001471,U01182,C0017,2024-04-08
T001472,U01182,C0061,2025-05-21
T001473,U01099,C0019,2026-05-28
T001474,U00979,C0061,2024-05-17
T001475,U00408,C0029,2025-12-30
T001476,U01003,C0056,2024-06-20
T001477,U00527,C0012,2025-01-27
T001478,U00412,C0038,2025-08-20
T001479,U00947,C0112,2024-08-13
T001480,U00099,C0103,2026-04-18
T001481,U00063,C0109,2026-05-17
T001482,U00580,C0101,2025-06-24
T001483,U00576,C0045,2025-03-23
T001484,U01060,C0105,2024-10-01
T001485,U00153,C0016,2024-05-08
T001486,U00147,C0099,2025-11-24
T001487,U00184,C0056,2024-09-07
T001488,U00039,C0074,2024-02-05
T001489,U00084,C0065,2024-12-28
T001490,U00839,C0119,2025-04-07
T001491,U00574,C0059,2025-10-10
T001492,U00951,C0053,2024-07-23
T001493,U01195,C0061,2026-05-10
T001494,U00838,C0046,2025-09-11
T001495,U00065,C0116,2026-01-26
T001496,U00121,C0089,2025-11-01
T001497,U01056,C0113,2026-05-24
T001498,U00666,C0117,2025-07-23
T001499,U01009,C0043,2024-05-01
T001500,U01043,C0043,2026-05-09
T001501,U01100,C0107,2025-04-22
T001502,U01120,C0061,2024-10-08
T001503,U00688,C0063,2025-10-12
T001504,U00434,C0044,2024-06-20
T001505,U01141,C0062,2024-07-24
T001506,U00678,C0115,2024-12-21
T001507,U00078,C0110,2024-07-24
T001508,U00809,C0019,2025-07-15
T001509,U00728,C0088,2025-05-31
T001510,U01060,C0026,2024-02-04
T001511,U00831,C0084,2024-04-29
T001512,U00449,C0034,2025-09-07
T001513,U01157,C0010,2024-04-25
T001514,U00980,C0007,2026-06-26
T001515,U00789,C0043,2026-04-05
T001516,U00358,C0028,2025-11-17
T001517,U00493,C0025,2025-03-29
T001518,U00849,C0093,2026-01-13
T001519,U00084,C0095,2026-01-20
T001520,U00293,C0021,2025-03-15
T001521,U00899,C0053,2026-03-22
T001522,U00608,C0028,2026-04-28
T001523,U00523,C0050,2025-09-02
T001524,U00188,C0031,2025-01-08
T001525,U00576,C0083,2025-04-12
T001526,U00964,C0112,2025-11-02
T001527,U00310,C0060,2026-03-18
T001528,U00006,C0073,2025-08-12
T001529,U00849,C0024,2024-12-25
T001530,U01169,C0078,2026-03-23
T001531,U00755,C0030,2024-07-15
T001532,U00143,C0068,2024-03-02
T001533,U00403,C0095,2025-10-02
T001534,U01056,C0040,2026-03-24
T001535,U00268,C0057,2025-08-11
T001536,U00755,C0021,2025-01-15
T001537,U00523,C0104,2024-07-12
T001538,U00237,C0043,2024-10-16
T001539,U01000,C0015,2024-09-20
T001540,U00947,C0027,2026-04-21
T001541,U00841,C0088,2024-10-14
T001542,U00274,C0085,2024-01-21
T001543,U00103,C0057,2024-08-16
T001544,U00720,C0013,2026-03-16
T001545,U00688,C0033,2026-01-19
T001546,U00212,C0045,2024-01-14
T001547,U00072,C0086,2025-06-27
T001548,U00099,C0039,2024-09-13
T001549,U01195,C0009,2026-05-07
T001550,U00976,C0056,2024-03-18
T001551,U01095,C0105,2024-09-11
T001552,U00223,C0020,2024-09-12
T001553,U01139,C0060,2024-03-08
T001554,U00179,C0054,2026-03-27
T001555,U00639,C0021,2024-10-28
T001556,U01011,C0044,2025-06-18
T001557,U00450,C0111,2024-12-25
T001558,U00558,C0008,2024-11-12
T001559,U00156,C0033,2025-08-16
T001560,U00146,C0003,2024-09-22
T001561,U00767,C0062,2024-09-09
T001562,U00856,C0063,2024-04-14
T001563,U00968,C0108,2024-09-22
T001564,U00688,C0114,2024-10-23
T001565,U00817,C0088,2024-08-12
T001566,U00019,C0073,2024-10-21
T001567,U00192,C0058,2025-09-05
T001568,U01188,C0063,2025-06-08
T001569,U00093,C0008,2024-08-14
T001570,U00863,C0061,2024-01-17
T001571,U00208,C0029,2024-07-27
T001572,U00905,C0029,2025-05-02
T001573,U00896,C0062,2026-04-08
T001574,U00271,C0043,2026-04-24
T001575,U00322,C0071,2026-04-11
T001576,U00833,C0106,2025-09-18
T001577,U00510,C0048,2024-08-07
T001578,U00223,C0022,2026-05-17
T001579,U00936,C0112,2025-10-22
T001580,U00191,C0107,2026-04-17
T001581,U01041,C0055,2025-07-27
T001582,U00650,C0046,2025-01-16
T001583,U00122,C0005,2025-01-30
T001584,U00888,C0074,2025-01-19
T001585,U00654,C0105,2024-10-29
T001586,U00361,C0014,2026-01-09
T001587,U00554,C0074,2024-08-08
T001588,U00362,C0057,2025-01-01
T001589,U00306,C0115,2025-07-07
T001590,U00192,C0018,2025-04-02
T001591,U00472,C0098,2025-09-03
T001592,U00287,C0095,2024-08-16
T001593,U00872,C0107,2025-11-19
T001594,U00872,C0086,2024-11-11
T001595,U00629,C0107,2025-08-04
T001596,U00969,C0096,2024-11-24
T001597,U01023,C0015,2024-10-29
T001598,U00722,C0063,2025-04-30
T001599,U00767,C0058,2025-05-12
T001600,U00348,C0101,2024-06-03
T001601,U01059,C0036,2026-03-20
T001602,U00034,C0064,2025-06-15
T001603,U00446,C0052,2025-05-15
T001604,U00919,C0023,2025-05-13
T001605,U00099,C0120,2025-05-30
T001606,U00208,C0005,2025-12-26
T001607,U00731,C0044,2024-05-19
T001608,U00699,C0098,2024-06-29
T001609,U00947,C0111,2025-02-06
T001610,U00999,C0083,2025-05-13
T001611,U00157,C0030,2025-09-03
T001612,U00026,C0116,2025-12-02
T001613,U00882,C0069,2026-06-21
T001614,U00371,C0031,2024-02-26
T001615,U00782,C0004,2025-10-09
T001616,U00186,C0100,2025-08-01
T001617,U00601,C0103,2025-09-27
T001618,U00633,C0041,2024-06-14
T001619,U00726,C0105,2024-04-04
T001620,U00645,C0062,2024-10-13
T001621,U00619,C0026,2025-08-11
T001622,U00423,C0022,2026-04-14
T001623,U00084,C0045,2025-09-09
T001624,U00101,C0085,2025-09-14
T001625,U00575,C0102,2024-07-29
T001626,U00464,C0009,2024-02-20
T001627,U00650,C0106,2026-06-05
T001628,U00381,C0034,2025-09-23
T001629,U00877,C0001,2024-06-20
T001630,U01051,C0076,2024-03-01
T001631,U00364,C0065,2025-08-26
T001632,U00219,C0086,2025-02-17
T001633,U00138,C0068,2025-05-06
T001634,U00766,C0006,2025-11-07
T001635,U00576,C0020,2024-01-29
T001636,U00212,C0050,2026-02-27
T001637,U00831,C0028,2024-01-12
T001638,U00186,C0012,2024-11-27
T001639,U00688,C0079,2024-06-24
T001640,U00666,C0096,2025-11-17
T001641,U00940,C0080,2025-03-20
T001642,U00070,C0041,2024-12-08
T001643,U01059,C0057,2024-03-11
T001644,U00892,C0075,2024-11-16
T001645,U00250,C0026,2024-09-10
T001646,U00208,C0021,2026-04-01
T001647,U00574,C0017,2026-03-15
T001648,U01003,C0061,2026-03-01
T001649,U01023,C0052,2026-04-25
T001650,U00657,C0024,2025-05-20
T001651,U01049,C0014,2025-02-11
T001652,U00006,C0061,2025-07-05
T001653,U00053,C0041,2024-03-10
T001654,U01082,C0074,2025-03-20
T001655,U00968,C0014,2026-05-02
T001656,U00582,C0117,2026-02-19
T001657,U00947,C0102,2024-03-30
T001658,U01127,C0119,2024-12-30
T001659,U00964,C0018,2026-01-09
T001660,U01023,C0022,2025-04-24
T001661,U00947,C0014,2025-03-08
T001662,U00201,C0064,2025-02-10
T001663,U01017,C0008,2025-03-17
T001664,U00224,C0051,2024-08-26
T001665,U01059,C0111,2025-01-15
T001666,U00585,C0098,2024-04-09
T001667,U00857,C0036,2024-06-09
T001668,U00622,C0045,2024-04-11
T001669,U00101,C0049,2024-11-18
T001670,U00358,C0022,2025-08-08
T001671,U01186,C0110,2024-07-07
T001672,U01140,C0079,2025-11-07
T001673,U00403,C0069,2026-03-28
T001674,U01196,C0113,2024-11-26
T001675,U01025,C0071,2025-08-26
T001676,U00759,C0045,2024-10-15
T001677,U00057,C0113,2025-12-20
T001678,U01065,C0013,2024-04-19
T001679,U00692,C0111,2024-03-15
T001680,U01056,C0079,2024-07-25
T001681,U01021,C0004,2024-02-24
T001682,U01016,C0039,2024-03-11
T001683,U00888,C0064,2025-08-12
T001684,U00358,C0039,2025-11-07
T001685,U00429,C0053,2025-01-26
T001686,U00386,C0045,2025-01-27
T001687,U00028,C0117,2025-09-12
T001688,U00724,C0036,2025-10-30
T001689,U00888,C0031,2024-04-24
T001690,U01038,C0054,2025-11-15
T001691,U00174,C0040,2026-03-02
T001692,U00673,C0042,2024-11-14
T001693,U00015,C0120,2025-03-15
T001694,U00101,C0097,2026-01-03
T001695,U00069,C0114,2024-03-18
T001696,U00924,C0040,2025-11-30
T001697,U00099,C0064,2025-05-24
T001698,U00904,C0019,2024-09-13
T001699,U00287,C0056,2024-09-09
T001700,U01056,C0024,2024-03-20
T001701,U00999,C0016,2025-12-01
T001702,U01132,C0084,2024-02-11
T001703,U01056,C0023,2025-05-25
T001704,U01106,C0036,2026-01-19
T001705,U01046,C0094,2026-03-23
T001706,U00888,C0060,2024-11-16
T001707,U00201,C0069,2024-03-22
T001708,U00327,C0002,2024-01-16
T001709,U00243,C0045,2024-07-26
T001710,U00752,C0016,2025-07-14
T001711,U00633,C0120,2024-06-10
T001712,U01056,C0062,2024-04-19
T001713,U01122,C0113,2024-09-22
T001714,U00523,C0106,2024-09-14
T001715,U00639,C0097,2024-07-09
T001716,U01168,C0033,2024-06-24
T001717,U00332,C0030,2026-01-30
T001718,U00980,C0069,2025-01-04
T001719,U00257,C0114,2025-02-27
T001720,U00867,C0117,2024-06-28
T001721,U00290,C0109,2024-01-13
T001722,U01056,C0062,2025-01-20
T001723,U00702,C0060,2025-05-19
T001724,U00210,C0042,2026-06-28
T001725,U00256,C0115,2026-05-26
T001726,U00616,C0116,2025-12-23
T001727,U01141,C0119,2026-03-23
T001728,U00961,C0046,2025-12-15
T001729,U00608,C0103,2025-10-11
T001730,U00432,C0047,2024-02-29
T001731,U00682,C0091,2026-05-17
T001732,U00947,C0040,2024-05-18
T001733,U00977,C0037,2025-06-14
T001734,U00407,C0036,2025-07-10
T001735,U00916,C0117,2025-09-03
T001736,U00836,C0037,2026-05-02
T001737,U01135,C0065,2024-04-26
T001738,U01104,C0054,2025-08-18
T001739,U00980,C0095,2026-05-03
T001740,U00919,C0036,2024-05-21
T001741,U00330,C0009,2025-11-03
T001742,U01025,C0090,2025-01-07
T001743,U00565,C0043,2026-05-19
T001744,U00327,C0111,2024-07-31
T001745,U00502,C0088,2025-07-21
T001746,U01022,C0017,2024-11-21
T001747,U00186,C0020,2024-09-25
T001748,U00584,C0066,2024-12-07
T001749,U00615,C0054,2025-05-06
T001750,U00054,C0010,2025-11-04
T001751,U00226,C0045,2025-03-13
T001752,U01009,C0117,2024-11-09
T001753,U01011,C0073,2024-12-23
T001754,U00358,C0101,2026-02-10
T001755,U01056,C0028,2025-09-22
T001756,U00964,C0008,2026-05-27
T001757,U00548,C0039,2026-01-27
T001758,U00947,C0036,2025-07-30
T001759,U01140,C0117,2026-03-09
T001760,U00586,C0016,2025-05-13
T001761,U00276,C0039,2025-01-30
T001762,U01114,C0032,2024-11-02
T001763,U00752,C0058,2024-06-23
T001764,U00122,C0061,2024-09-11
T001765,U00719,C0027,2025-11-03
T001766,U00626,C0003,2024-12-13
T001767,U01041,C0046,2025-03-17
T001768,U00669,C0076,2024-12-02
T001769,U00290,C0024,2026-03-17
T001770,U00856,C0118,2024-01-19
T001771,U00669,C0062,2024-11-07
T001772,U00269,C0032,2024-11-01
T001773,U00720,C0072,2024-06-22
T001774,U01006,C0110,2025-02-28
T001775,U00037,C0037,2025-11-28
T001776,U00790,C0002,2025-01-28
T001777,U00449,C0036,2024-11-04
T001778,U00358,C0033,2024-01-29
T001779,U00515,C0017,2024-05-09
T001780,U00435,C0119,2024-01-21
T001781,U01013,C0019,2026-06-06
T001782,U00332,C0071,2025-02-14
T001783,U00939,C0009,2025-09-02
T001784,U00101,C0015,2025-09-03
T001785,U01122,C0118,2025-04-29
T001786,U00771,C0025,2025-07-23
T001787,U00897,C0058,2025-04-30
T001788,U00361,C0052,2025-09-05
T001789,U00534,C0061,2026-06-18
T001790,U00256,C0093,2024-08-29
T001791,U01105,C0085,2024-07-14
T001792,U00608,C0088,2024-05-14
T001793,U00789,C0053,2025-12-21
T001794,U00940,C0032,2026-02-01
T001795,U00485,C0073,2024-12-28
T001796,U00914,C0047,2026-04-23
T001797,U00856,C0025,2025-09-23
T001798,U00896,C0078,2026-04-20
T001799,U00610,C0079,2025-06-16
T001800,U00502,C0102,2026-01-25
T001801,U00256,C0079,2024-01-30
T001802,U01009,C0041,2025-07-29
T001803,U00756,C0060,2024-10-17
T001804,U00576,C0016,2025-05-18
T001805,U01114,C0027,2024-07-31
T001806,U00062,C0044,2025-12-16
T001807,U01030,C0067,2024-07-16
T001808,U01199,C0012,2025-03-30
T001809,U01059,C0095,2025-08-17
T001810,U00993,C0022,2025-02-01
T001811,U00494,C0103,2024-06-10
T001812,U00266,C0061,2024-11-20
T001813,U00942,C0013,2024-02-15
T001814,U00379,C0063,2024-01-19
T001815,U00208,C0012,2024-11-12
T001816,U00980,C0005,2024-12-30
T001817,U00390,C0013,2024-11-14
T001818,U01085,C0089,2025-07-24
T001819,U01023,C0049,2024-03-24
T001820,U01027,C0067,2024-05-29
T001821,U00964,C0009,2025-08-27
T001822,U01056,C0110,2025-02-23
T001823,U00987,C0005,2026-03-12
T001824,U00749,C0008,2026-03-01
T001825,U00358,C0043,2024-11-28
T001826,U01059,C0062,2026-05-21
T001827,U01023,C0102,2025-03-04
T001828,U00607,C0077,2025-06-12
T001829,U00056,C0080,2026-01-25
T001830,U00805,C0004,2024-10-23
T001831,U00066,C0112,2026-05-14
T001832,U01100,C0002,2024-07-02
T001833,U01141,C0120,2025-03-24
T001834,U00212,C0065,2024-05-31
T001835,U00856,C0108,2024-07-29
T001836,U00101,C0022,2024-07-26
T001837,U00932,C0111,2025-10-02
T001838,U00445,C0086,2024-12-09
T001839,U00867,C0110,2025-12-20
T001840,U00491,C0098,2026-06-03
T001841,U00181,C0038,2025-07-10
T001842,U00523,C0110,2025-12-21
T001843,U00130,C0064,2024-03-10
T001844,U00720,C0074,2025-04-24
T001845,U00058,C0018,2026-03-14
T001846,U00666,C0038,2024-12-18
T001847,U01059,C0076,2025-03-21
T001848,U01022,C0010,2024-12-18
T001849,U01056,C0011,2024-06-22
T001850,U01095,C0001,2024-06-14
T001851,U00121,C0045,2025-05-05
T001852,U00157,C0111,2025-05-07
T001853,U00689,C0082,2024-11-21
T001854,U01059,C0089,2025-07-19
T001855,U01174,C0050,2024-06-25
T001856,U00058,C0029,2025-07-19
T001857,U00464,C0047,2026-03-21
T001858,U00244,C0027,2024-03-07
T001859,U00947,C0067,2026-03-18
T001860,U00808,C0038,2025-08-13
T001861,U00143,C0027,2025-05-23
T001862,U00608,C0088,2026-02-28
T001863,U00873,C0019,2024-11-20
T001864,U00971,C0073,2024-02-01
T001865,U00028,C0079,2025-04-26
T001866,U01059,C0033,2026-01-12
T001867,U00712,C0027,2026-06-22
T001868,U00998,C0092,2025-10-06
T001869,U00989,C0007,2026-04-03
T001870,U00213,C0089,2024-07-27
T001871,U00128,C0043,2024-09-01
T001872,U00917,C0119,2026-02-17
T001873,U00191,C0112,2025-12-19
T001874,U01030,C0064,2024-07-06
T001875,U00926,C0024,2024-05-18
T001876,U01023,C0058,2026-04-18
T001877,U00364,C0120,2024-09-18
T001878,U00400,C0077,2025-06-27
T001879,U00851,C0053,2025-08-29
T001880,U00043,C0041,2026-05-10
T001881,U00927,C0082,2025-11-18
T001882,U01022,C0028,2024-06-02
T001883,U00546,C0044,2025-11-29
T001884,U00953,C0113,2025-01-24
T001885,U00205,C0101,2025-03-04
T001886,U00404,C0034,2025-11-04
T001887,U01174,C0090,2024-07-03
T001888,U01191,C0029,2025-03-26
T001889,U00645,C0021,2026-04-26
T001890,U01108,C0080,2024-04-20
T001891,U00661,C0018,2026-05-19
T001892,U00358,C0082,2025-10-31
T001893,U00316,C0008,2026-03-26
T001894,U01100,C0049,2025-08-24
T001895,U00203,C0116,2024-04-01
T001896,U00722,C0067,2024-02-15
T001897,U00688,C0069,2024-08-17
T001898,U00947,C0110,2024-12-29
T001899,U00624,C0069,2026-02-22
T001900,U00327,C0119,2025-04-03
T001901,U00201,C0051,2024-03-09
T001902,U00769,C0002,2025-07-08
T001903,U00911,C0008,2024-12-12
T001904,U00712,C0001,2025-07-14
T001905,U00947,C0047,2024-04-25
T001906,U00178,C0028,2025-06-02
T001907,U01056,C0074,2025-02-25
T001908,U00724,C0096,2024-04-12
T001909,U00154,C0009,2024-02-10
T001910,U00594,C0061,2025-10-05
T001911,U01024,C0015,2025-08-05
T001912,U01060,C0054,2026-06-18
T001913,U00312,C0095,2025-08-21
T001914,U00897,C0065,2026-06-27
T001915,U00113,C0119,2025-05-05
T001916,U00052,C0051,2025-02-24
T001917,U00701,C0047,2025-04-29
T001918,U00888,C0026,2026-04-24
T001919,U00980,C0053,2026-02-06
T001920,U00434,C0054,2025-10-16
T001921,U00011,C0038,2025-07-23
T001922,U00608,C0054,2024-11-30
T001923,U00023,C0100,2024-04-12
T001924,U00101,C0055,2024-06-26
T001925,U00412,C0104,2024-08-18
T001926,U00576,C0072,2024-05-30
T001927,U00342,C0045,2026-03-30
T001928,U00723,C0019,2025-08-27
T001929,U00070,C0023,2025-01-13
T001930,U00181,C0058,2025-06-09
T001931,U00888,C0065,2025-08-06
T001932,U00178,C0026,2024-12-31
T001933,U00807,C0005,2025-12-01
T001934,U00070,C0101,2024-06-30
T001935,U00524,C0034,2024-02-08
T001936,U00208,C0117,2026-01-05
T001937,U00128,C0037,2025-03-15
T001938,U00710,C0033,2025-06-28
T001939,U01100,C0084,2025-02-11
T001940,U00070,C0106,2025-04-16
T001941,U00554,C0015,2025-07-20
T001942,U00897,C0052,2026-05-02
T001943,U00595,C0043,2025-01-02
T001944,U00988,C0071,2025-04-25
T001945,U00208,C0042,2026-06-20
T001946,U01136,C0034,2024-09-09
T001947,U00504,C0104,2024-01-04
T001948,U00434,C0023,2025-06-21
T001949,U01056,C0018,2026-06-17
T001950,U00704,C0051,2025-06-28
T001951,U00650,C0018,2024-09-20
T001952,U00929,C0070,2025-05-15
T001953,U00722,C0102,2024-09-02
T001954,U00192,C0074,2024-09-22
T001955,U00856,C0067,2025-07-05
T001956,U00165,C0014,2025-05-14
T001957,U00987,C0002,2025-04-01
T001958,U01194,C0081,2024-03-07
T001959,U00498,C0107,2025-02-21
T001960,U00576,C0113,2024-04-07
T001961,U00058,C0110,2024-04-09
T001962,U00020,C0051,2026-05-04
T001963,U01093,C0027,2024-02-01
T001964,U00157,C0095,2025-06-26
T001965,U00576,C0059,2024-02-01
T001966,U01002,C0088,2024-06-05
T001967,U01059,C0112,2025-09-16
T001968,U00655,C0078,2024-07-30
T001969,U00704,C0100,2025-05-04
T001970,U00849,C0097,2024-09-03
T001971,U01140,C0084,2025-06-07
T001972,U00749,C0006,2025-01-04
T001973,U00697,C0032,2024-11-23
T001974,U00020,C0041,2025-03-08
T001975,U00099,C0068,2025-06-04
T001976,U00720,C0005,2025-11-14
T001977,U01110,C0110,2024-11-13
T001978,U01056,C0020,2025-05-06
T001979,U01182,C0082,2025-09-10
T001980,U00667,C0066,2024-05-13
T001981,U00980,C0095,2025-01-22
T001982,U01023,C0022,2024-03-19
T001983,U00820,C0046,2025-07-16
T001984,U00432,C0075,2026-05-27
T001985,U00603,C0017,2026-06-17
T001986,U01045,C0074,2025-02-17
T001987,U00362,C0101,2025-09-24
T001988,U01099,C0047,2026-03-16
T001989,U00263,C0075,2025-09-28
T001990,U00947,C0108,2025-02-12
T001991,U00790,C0074,2025-11-09
T001992,U00947,C0051,2024-03-17
T001993,U00576,C0092,2024-02-13
T001994,U01105,C0084,2026-04-09
T001995,U00793,C0039,2024-04-02
T001996,U00356,C0027,2025-05-27
T001997,U00805,C0114,2025-04-11
T001998,U00353,C0013,2025-07-25
T001999,U00358,C0082,2024-12-24
T002000,U00523,C0084,2024-10-22
T002001,U01035,C0094,2024-11-06
T002002,U00626,C0025,2026-03-11
T002003,U00863,C0059,2024-09-16
T002004,U00515,C0113,2025-09-21
T002005,U00308,C0035,2025-07-13
T002006,U01125,C0098,2025-09-26
T002007,U00752,C0024,2025-08-14
T002008,U01108,C0084,2026-01-17
T002009,U00233,C0018,2025-09-29
T002010,U00184,C0003,2025-09-26
T002011,U01042,C0116,2024-06-07
T002012,U00867,C0035,2025-06-14
T002013,U00211,C0086,2024-11-09
T002014,U00321,C0075,2026-03-30
T002015,U00980,C0081,2025-10-09
T002016,U00584,C0041,2026-04-10
T002017,U00849,C0026,2024-07-06
T002018,U00401,C0038,2025-08-15
T002019,U00502,C0097,2024-04-30
T002020,U01194,C0098,2026-01-10
T002021,U00285,C0063,2025-11-23
T002022,U00639,C0021,2024-06-03
T002023,U01023,C0098,2025-03-29
T002024,U00276,C0028,2025-09-19
T002025,U00546,C0108,2025-07-30
T002026,U00764,C0035,2025-03-16
T002027,U00608,C0084,2024-03-02
T002028,U00586,C0021,2025-02-25
T002029,U00472,C0065,2024-11-04
T002030,U00728,C0028,2024-02-07
T002031,U00778,C0004,2024-09-10
T002032,U00831,C0072,2025-05-21
T002033,U00083,C0056,2025-01-08
T002034,U00791,C0029,2024-12-31
T002035,U01122,C0016,2024-04-15
T002036,U00669,C0034,2026-06-25
T002037,U00901,C0037,2026-05-03
T002038,U00688,C0054,2025-02-03
T002039,U01040,C0090,2024-03-26
T002040,U01100,C0021,2026-06-06
T002041,U00208,C0058,2024-02-10
T002042,U00576,C0006,2026-04-06
T002043,U00515,C0105,2025-02-21
T002044,U00523,C0019,2026-01-26
T002045,U00152,C0037,2025-01-16
T002046,U01000,C0075,2024-11-17
T002047,U00053,C0071,2026-03-17
T002048,U00667,C0090,2024-12-13
T002049,U00842,C0033,2024-09-17
T002050,U00237,C0039,2025-03-25
T002051,U01071,C0046,2024-05-01
T002052,U01022,C0019,2024-11-08
T002053,U00606,C0060,2025-06-23
T002054,U00530,C0055,2025-11-04
T002055,U00274,C0082,2025-01-24
T002056,U00932,C0014,2025-04-27
T002057,U00161,C0041,2024-05-05
T002058,U00865,C0117,2024-12-02
T002059,U01023,C0068,2025-03-22
T002060,U00261,C0016,2024-02-20
T002061,U01056,C0071,2024-08-13
T002062,U00051,C0023,2026-05-21
T002063,U01084,C0051,2024-01-27
T002064,U00141,C0033,2025-06-16
T002065,U00817,C0031,2024-01-25
T002066,U00287,C0049,2024-04-06
T002067,U01022,C0070,2025-07-18
T002068,U00645,C0005,2024-09-21
T002069,U00167,C0045,2025-05-16
T002070,U00716,C0034,2024-09-19
T002071,U00525,C0118,2024-02-08
T002072,U00841,C0119,2024-02-13
T002073,U01056,C0033,2025-03-25
T002074,U00529,C0016,2024-05-02
T002075,U00357,C0025,2026-06-05
T002076,U00020,C0041,2025-05-30
T002077,U00720,C0082,2025-11-07
T002078,U00523,C0079,2024-11-02
T002079,U00494,C0013,2024-09-13
T002080,U00208,C0024,2024-05-04
T002081,U00570,C0003,2026-05-02
T002082,U01188,C0104,2024-02-15
T002083,U00360,C0020,2024-05-07
T002084,U00742,C0032,2024-07-04
T002085,U00968,C0109,2024-03-17
T002086,U00947,C0024,2024-03-14
T002087,U00415,C0118,2026-04-16
T002088,U00759,C0079,2025-01-23
T002089,U01056,C0022,2024-07-20
T002090,U00023,C0049,2025-11-30
T002091,U00576,C0031,2024-10-10
T002092,U00256,C0064,2024-08-04
T002093,U00510,C0079,2024-12-18
T002094,U00547,C0004,2025-01-01
T002095,U00947,C0111,2024-09-24
T002096,U00101,C0036,2024-03-01
T002097,U00645,C0070,2026-02-12
T002098,U00704,C0036,2024-08-06
T002099,U00616,C0111,2025-11-09
T002100,U00937,C0065,2024-10-05
T002101,U00502,C0021,2025-10-14
T002102,U01114,C0056,2025-04-19
T002103,U00608,C0008,2025-04-11
T002104,U00717,C0093,2026-05-12
T002105,U01009,C0012,2025-07-28
T002106,U00332,C0065,2026-03-22
T002107,U00093,C0089,2026-05-29
T002108,U00897,C0116,2024-07-24
T002109,U00608,C0081,2025-04-28
T002110,U01060,C0025,2024-06-26
T002111,U01182,C0009,2025-12-25
T002112,U00523,C0037,2026-02-19
T002113,U00546,C0069,2025-09-05
T002114,U00525,C0033,2025-02-20
T002115,U00407,C0045,2024-08-02
T002116,U00973,C0100,2025-07-20
T002117,U00947,C0005,2026-01-16
T002118,U00608,C0011,2025-01-02
T002119,U00058,C0061,2024-01-07
T002120,U00386,C0074,2025-08-23
T002121,U00358,C0071,2024-05-28
T002122,U00995,C0024,2024-08-13
T002123,U00101,C0116,2024-03-02
T002124,U00987,C0048,2026-03-04
T002125,U00849,C0086,2026-01-19
T002126,U00938,C0115,2024-12-18
T002127,U00575,C0029,2024-01-28
T002128,U00863,C0015,2025-05-26
T002129,U00757,C0016,2025-11-01
T002130,U00959,C0004,2024-08-24
T002131,U00580,C0080,2024-08-20
T002132,U00607,C0081,2026-06-26
T002133,U00812,C0103,2024-11-07
T002134,U00124,C0109,2024-02-16
T002135,U00576,C0085,2024-01-22
T002136,U01169,C0020,2026-06-18
T002137,U00054,C0040,2026-01-17
T002138,U00400,C0040,2026-02-04
T002139,U00394,C0116,2025-01-31
T002140,U00795,C0064,2025-07-26
T002141,U00122,C0113,2024-08-21
T002142,U00785,C0066,2024-10-22
T002143,U00101,C0025,2024-03-18
T002144,U00101,C0071,2026-03-14
T002145,U00931,C0039,2025-05-18
T002146,U00407,C0073,2025-01-12
T002147,U01177,C0102,2024-11-26
T002148,U00054,C0014,2024-05-11
T002149,U00576,C0108,2026-06-19
T002150,U00131,C0033,2024-05-10
T002151,U00451,C0052,2025-10-08
T002152,U01200,C0070,2026-05-16
T002153,U01059,C0098,2026-03-02
T002154,U00063,C0062,2024-10-25
T002155,U00704,C0078,2025-02-03
T002156,U00820,C0033,2024-05-18
T002157,U00237,C0060,2025-06-25
T002158,U00181,C0060,2024-04-16
T002159,U01067,C0065,2024-06-02
T002160,U01165,C0075,2025-01-26
T002161,U01195,C0102,2025-12-10
T002162,U00980,C0080,2025-09-30
T002163,U00844,C0076,2024-02-25
T002164,U00442,C0072,2025-03-01
T002165,U00202,C0053,2024-12-11
T002166,U00097,C0114,2024-08-15
T002167,U00888,C0030,2026-05-27
T002168,U00977,C0097,2024-01-13
